,tweet_clean,klasifikasi
438,god xlhome i'm so angry lo,Negatif
439,xlhome signalskk,Netral
440,xlhome problem,Netral
441,xl home very bad breath twitter,Negatif
442,twitter xl home in photo and video doesn't load,Netral
443,xlhome invites you to fight,Netral
444,loan fee xlhome,Netral
445,how is the xlhome network?,Netral
446,xlhome anehhh,Netral
447,ew xlhome,Netral
448,how come you move xl home it doesn't slow down indihome,Negatif
449,"send via dm, subscribe to xl home",Netral
450,don't use xlhome,Netral
451,xl home knpsi,Netral
452,pack xlnome like,Netral
453,bad xlhome hours can't dm,Negatif
454,xlhome buriq face,Netral
455,"dear subscriber, sorry for the inconvenience, please upgrade mbps, play smoothly, pray for xlhome, to enter North Luwu quickly, thank you",Positif
456,as long as xlhome is xlhome bestie,Negatif
457,no xlhome kmusuhankh sm twt,Netral
458,"I can't enter xlhome, my house can't enter iconnet, I got hit because I installed my area without permission. The village head rw rt has installed it, I pulled out the residents because the pole wasn't allowed",Netral
459,"I've been using xlhome for years, it's safe for net maintenance before the moon night, if you pay for hockey, you get a loan for an android tv box",Positif
460,xlhome in the morning invites antem,Netral
461,"I want to change my xl home, is the first media good or not?",Positif
462,Is it true that the xl net that doesn't suee deserves my xlhome to be really bad,Negatif
463,xlhome your signal is really bad I swear,Negatif
464,"Min, net xlhome, the house of the club yesterday, please check your dm",Netral
465,xlhome babi,Netral
466,please let me know if xlhome is correct,Netral
467,Makassar location is missing xlhome wifi network,Negatif
468,xlhome lot bgt update app dikit,Netral
469,what happened when xlhome crashed,Netral
470,apakah xl home bestie,Netral
471,usual xlhome mun rto kampret,Negatif
472,xlhome is annoying kh ai wal,Negatif
473,just dm xlhome it's already over operational hours hehe sleeping,Netral
474,"time to change xlhome, the wifi turns off at night, netflix doesn't fit, it's easy for children to sleep",Positif
475,my pc is using xlhome it's fine,Positif
476,move xlhome,Netral
477,"minus the xl home signal in the south denpasar area of ​​​​sanur, does it not interfere with internet connection?",Negatif
478,paid for mbps what i get thanks xlhome,Positif
479,"chubby, the former xlhome is internet, dm replies to the admin",Netral
480,hello min xlhome good internet connection,Positif
481,xlhome bad place,Negatif
482,Ganti xlhome aja ka,Netral
483,"hello, if xl home doesn't have internet, the internet has been paid for, try turning it off and then turning it on again, but what about it?",Netral
484,i use xl home,Netral
485,use xlhome for lalisa xl,Netral
486,"lalisa promo already used, money out of xl home subscription, no promo",Netral
487,xlhome wkwk,Netral
488,woi xl home lg spam,Netral
489,xlhome lot pls bear so much,Positif
490,hi adi is there help xlhome fiber adi,Netral
491,xl home always why do you pay the price?,Netral
492,crazy xlhome if the clock goes through mbps,Negatif
493,xlhome didn't arrive at home hiks,Netral
494,"kek tomorrow I will function at a friend's house xl home flop really, subhanallah, I'll just vote for the account for a minute",Positif
495,"xlhome flop, no rain, no storm, net lot during the day",Netral
496,"using first media, it's already annoying x, it's like if you're disturbing mulu list of better internet provider than fm my republic indihome oxygen transvision biznet mncplay xlhome groovy megavision rcti sctv mek",Negatif
497,"xlhome bsd is not stable, I've tried calling the call center, told me to wait or not, my technician needs a wifi connection, how about this",Negatif
498,xlhome is closed first,Positif
499,wal xlhome bjm is it annoying?,Negatif
500,"hello, good afternoon, min, why doesn't xlhome have an internet connection?",Positif
501,just say change xlhome sal,Netral
502,"xlhome internet is dead, it's been a really bad hour, hurry up to enter Cipondoh hey",Negatif
503,xlhome gbps haha,Positif
504,"hahahaha yes, I've been using xlhome fiber for so far, it's not worth it compared to using indihome, I need you so far, yeah",Positif
505,Subscribe to xlhome fiber please dm yes thanks,Positif
506,"appreciation for the tweet, mas, xlhome was really quick to come home because the lights on the modem flashed red, didn't connect at night, mas, it's been fixed right away",Positif
507,xlhome not working,Netral
508,"Kencana Sari Barat, Surabaya, just subscribe to the Xl Home package, which is",Netral
509,"wal hdk ampih subscribing to indihome, report it, don't you just shut up, don't pay already then xlhome at home",Netral
510,xlhome idiot,Negatif
511,"xlhome an already tipi smoothly, jaya disturbs eating hours, rarely disturbs",Positif
512,"I'm disturbing the gejayan area, no internet, please write it down, please check, it's used for work, subs id",Negatif
513,anyway xlhome didn't get home already got emotional using firstmedia zzz,Netral
514,"usually the xl home signal is badly broken, there is no connection",Negatif
515,id,Netral
516,xlhome lags sooo bad,Negatif
517,wal who uses xlhome how many months do you pay for my payment tools,Positif
518,"original use of xlhome, guarantee that there will be no emotions, if you are old, it will be xlhome now",Positif
519,the words of the xlhome tree are already top yakalo fren,Positif
520,"Indihome used to move because of interference, keep changing Xlhome when you don't have to bother",Netral
521,xlhome nder believe it,Netral
522,cheers dlu team xlhome,Netral
523,just replace xlhome,Netral
524,hi nisanisa is there help xlhome fiber adi,Netral
525,"thank you for the advice, hopefully xlhome fiber will always serve you well, Adi",Netral
526,please use the net in the morning,Netral
527,xlhome an,Netral
528,xlhome rto heart,Netral
529,wkkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkw,Netral
530,xlhome dont fuck the wifi connection instead just fuck me,Negatif
531,"hhh it's hard to do xlhome in the evening, why don't you use the internet?",Negatif
532,"download maps using the qgis plugin, download bal vs live, bli understands that the internet uses a cheap package that xlhome",Positif
533,"xlhome, I'm getting emotional",Netral
534,subscribe to follow complaints about sad xlhome net quality hooks,Negatif
535,xlhome if it rains sir,Netral
536,"Hi Juanda, is there help for Xlhome Fiber Adi",Netral
537,xlhome he is far a great guy we have come through a great part,Positif
538,"I just installed the indihome xlhome provider using a load balancer router, two on double bandwidth, wrong, off, hold down",Negatif
539,The one who uses xlhome in the Kemang Pratama area is not good enough,Negatif
540,"first media, I'm disturbing you, xl home, it's rare, bro",Positif
541,"admin, if you complain about disturbing the xlhome signal, where is it?",Negatif
542,"It's fast, it's just like that, I subscribe to the xlhome mbps but it doesn't reach mbps",Positif
543,xl home lot anjeer,Netral
544,"Min, the xlhome stb box is broken, can the technician help check it or not",Negatif
545,"xl home makassar, how's it going",Netral
546,hello wifi problem number huh,Netral
547,ill restarting xlhome dol device,Negatif
548,hi sein there is help xlhome fiber adi,Netral
549,"hi jessica, I'm sorry, it's convenient to connect to xlhome via dm, thanks ersa",Negatif
550,"Where is the xl home office, install xl wifi, don't use it",Netral
551,want to watch mci xlhome gada rcti really annoyed,Negatif
552,coba xlhome nder rb unlimited,Netral
553,"duh xl home, why is there an error watching, I can't sleep, I can't watch",Negatif
554,xlhome cause i love super fast internet quota big cellphone bill for infinity,Positif
555,"admin, dear admin, I have complained via email, how come I complained, I can't use the GB xl Viber quota, the bomb is responsive, wait until then, bro",Negatif
556,xl home fund,Netral
557,"xlhome is good, if the net is xl, the area is good, minus if at night, you like lots but it's okay",Positif
558,"awww, thank God the house is using xlhome, it's safe if you use indihome",Positif
559,eh xlhome really has internet,Positif
560,ahh this is xl home when it rains the signal is really bad,Negatif
561,It's xlhome bro,Netral
562,cbn xlhome,Netral
563,"hi sis, asep, information, xl home, fast hands, virtual, advice, can contact digital care xlhome, email xlhomecs co id fb xlhomeid twitter homeid telp no xl no cont",Positif
564,"hi sis, information xl home, fast hand, virtual advice, contact digital care xlhome email xlhomecs co id fb xlhomeid twitter homeid telp no xl no cont",Positif
565,"morning, min, if you pay your xlhome bill online, use the application, okay?",Positif
566,"Hi Akunyamiwa, sorry for the inconvenience, play the xl home fiber service, please connect, thank you adi",Negatif
567,"help the xlhome fiber team, please wait for the information, bro",Netral
568,"xlhome, why do you have so much trouble scrolling tiktok",Negatif
569,a xlhome jadilebihbaik,Netral
570,"xlhome, I recommend",Netral
571,hi melie can you help xlhome fiber bro,Netral
572,hi there help xlhome fiber adi,Netral
573,"You've been asked about XL Home Fiber, don't hesitate to contact, Adi",Netral
574,hi yudistira is there help xlhome fiber adi,Netral
575,"Sunday said mas, I bought a netflix package, please answer frugally, nooon, eh, I fixed my home tv and then I got xlhome, I'm frantically looking for the netflix package ismoekoe",Positif
576,"the place is that xlhome is smooth, it's cheap",Positif
577,wal indihome xlhome,Netral
578,xlhome how are you?,Netral
579,xl home is bad ih net counter,Negatif
580,"please info about clothes, reach xl home area, or access to install ready in the middle of the city process, okay",Positif
581,hello xl home trouble lg kah,Negatif
582,hi cereiy ada bantu xlhome fiber adi,Netral
583,"try to backup it using telkomsel orbit xlhome simcard based router, it's pretty stable",Positif
584,"hi nur, hook up the ont stb device, buy and sell it for free, especially for xlhome fiber, thank you adi",Positif
585,father the internet network xl home is not strong,Negatif
586,"Excuse me, I'm subscribing, but I've stopped renting this house, I've been subscribing to xlhome for a month",Negatif
587,hi rosidjaelani ada bantu xlhome fiber adi,Netral
588,"hi, it's good that there is help from xlhome fiber adi",Positif
589,"Hi Mora, is there help for Xlhome Fiber Adi",Netral
590,"sorry for the inconvenience, the hook continues to help the xlhome fiber team, adi",Negatif
591,"I'm sorry I didn't enter xlhome here, you can actually use it too",Negatif
592,detail nya,Netral
593,hi riko is there any help for xlhome fiber adi,Netral
594,hi ria help follow the twitter account fb id detail information please info via inbox thanks amalia,Positif
