content,id,trans_eng,tweet_clean,tweet_english,klasifikasi
"akhir akhir ini banyak yg nanya nanya xlhome ke gw, kalo nanti pengguna xlhome nambah beberapa rumah, gw dapet apanih? @xlhomeid @XLHome",1266008103033561089,"Lately, many have asked Xlhome to me, if later XLHOME users will add several houses, I can get what? @xlhomeid @xlhome","Lately, many have asked Xlhome to me, if later XLHOME users will add several houses, I can get what?","lately, many have asked xlhome to me, if later xlhome users will add several houses, i can get what?",Positif
Xlhome kenceng ga sii?,1265982562083561472,Xlhome isn't fast?,Xlhome isn't fast?,xlhome isn't fast?,Positif
"@ayubekkk  Hi Riki, apakah ada yang ditanyakan terkait dengan layanan XLHome Fibernya? #Thanks ^Dian",1265967416980328448,"@ayubekkk hi riki, is there anything asked about the Xlhome fiber service? #Thanks ^Dian","hi riki, is there anything asked about the Xlhome fiber service? ^Dian","hi riki, is there anything asked about the xlhome fiber service? ^dian",Netral
@collegemenfess Di kos biznet di rmh xlhome,1265945508218122240,@collegemenFess at Biznet boarding house on RMH XLHOME,at Biznet boarding house on RMH XLHOME,at biznet boarding house on rmh xlhom,Netral
"@FJrean @meryri30 @yvonita77 senasib sepenanggungan ya, hahahaha.... udah ngelamar myrepublic, firstmedia, mncplay, biznet, xlhome, semua ditolak.... hiks.",1265945173810221056,"@Fjrean @meryri30 @yvonita77 in the same boat, hahahaha ... already proposed to myrepublic, firstmedia, mncplay, biznet, xlhome, all rejected .... sob.","in the same boat, hahahaha ... already proposed to myrepublic, firstmedia, mncplay, biznet, xlhome, all rejected .... sob.","in the same boat, hahahaha ... already proposed to myrepublic, firstmedia, mncplay, biznet, xlhome, all rejected .... sob.",Positif
@taynewings Xlhome a 🤩,1265886008962215936,@taynewings xlhome a 🤩,xlhome a,xlhome a,Netral
"@lebatberbulu  Hi kak, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",1265872395992088577,"@lebanberbulu hi sis, related to the xlhome fiber service can be conveyed via DM huh :) #thanks ^Dian","hi sis, related to the xlhome fiber service can be conveyed via DM huh ^Dian","hi sis, related to the xlhome fiber service can be conveyed via dm huh ^dian",Netral
"@intisarienak xlhome,biznet",1265833345277018113,"@intisarienak xlhome, biznet","xlhome, biznet","xlhome, biznet",Netral
"@gegepoweranger  Saat ini Gege terhubung dengan layanan XLHome Fiber, pertanyaan terkait XLHome Broadband silakan menghubungi twitter @MyXLCare atau facebook MyXLCare ya #Thanks ^AdI :)",1265655041597124608,"@gegepowerer is currently Gege is connected to the Xlhome Fiber service, a question related to Xlhome Broadband please contact Twitter @myxlcare or Facebook Myxlcare huh #thanks ^adi :)","is currently Gege is connected to the Xlhome Fiber service, a question related to Xlhome Broadband please contact Twitter or Facebook Myxlcare huh ^adi","is currently gege is connected to the xlhome fiber service, a question related to xlhome broadband please contact twitter or facebook myxlcare huh ^adi",Netral
"indihome ngadat, xlhome ikut-ikutan ngadat. pffft",1265649398366658560,"Indihome crashed, Xlhome joined in. Pffft","Indihome crashed, Xlhome joined in. Pffft","indihome crashed, xlhome joined in. pffft",Netral
"@septianwahyuwid  Hi Septian, cek areamu masih belum tercover dan Kami sampaikan bahwa saat ini XLHome sedang memperluas area jaringan kami ya. Mohon menunggu updatenya dan silakan cek di https://t.co/eWvVRLbOiX #Thanks ^AdI :)",1265645443708383233,"@septianwahyuwid hi septian, check your area still not covered and we say that currently Xlhome is expanding our network area. Please wait for the update and please check at https://t.co/ewvvrlboix #thanks ^adi :)","hi septian, check your area still not covered and we say that currently Xlhome is expanding our network area. Please wait for the update and please check at ^adi","hi septian, check your area still not covered and we say that currently xlhome is expanding our network area. please wait for the update and please check at ^adi",Netral
@memefess XLhome nyimak gannn,1265644096934211584,@memeffess xlhome nyika gannn,xlhome nyika gannn,xlhome nyika gannn,Netral
"@septianwahyuwid  Hi, apakah ada yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1265643581156384768,"@septianwahyuwid hi, can we help you with Xlhome? #Thanks ^adi :)","hi, can we help you with Xlhome? ^adi","hi, can we help you with xlhome? ^adi",Netral
"@stefanusade_  Hi, cek area kamu saat ini masih belum tercover jaringan XLHome Fiber. Informasi lebih lanjut apakah area kamu sudah ter-cover atau belum, silakan cek disini https://t.co/0QqojBNA5H #Thanks ^AdI :)",1265642660779311104,"@stefanusade_ hi, check your area at this time still not covered by the Xlhome Fiber network. For further information whether your area has been covered or not, please check here https://t.co/0qqojbna5h #thanks ^adi :)","hi, check your area at this time still not covered by the Xlhome Fiber network. For further information whether your area has been covered or not, please check here ^adi","hi, check your area at this time still not covered by the xlhome fiber network. for further information whether your area has been covered or not, please check here ^adi",Netral
"@mornlntie  Hi, mengenai XLHome Fiber apakah ada yang bisa kami bantu? #Thanks ^AdI :)",1265642201557557249,"@mornlntie hi, about xlhome fiber, is there anything we can help? #Thanks ^adi :)","hi, about xlhome fiber, is there anything we can help? ^adi","hi, about xlhome fiber, is there anything we can help? ^adi",Netral
"@Auliaarizkhan  Kami sampaikan jika nantinya Ikang berlangganan, XLHome Fiber tidak ada biaya sewa alat. Selama berlangganan, pelanggan akan dipinjamkan baik untuk ONT ataupun STBnya ya. #Thanks ^AdI :)",1265641519043670016,"@AULIAARIZKhan we convey if later Ikang subscribed, Xlhome Fiber has no equipment rental fees. During subscription, customers will be lent either for ONT or STB. #Thanks ^adi :)","we convey if later Ikang subscribed, Xlhome Fiber has no equipment rental fees. During subscription, customers will be lent either for ONT or STB. ^adi","we convey if later ikang subscribed, xlhome fiber has no equipment rental fees. during subscription, customers will be lent either for ont or stb. ^adi",Netral
"@stefanusade_  Hi, Silakan jika ada yang bisa kami bantu mengenai XLHome Fiber. #Thanks ^AdI :)",1265641092273192960,"@stefanusade_ hi, please if there is anything we can help with Xlhome fiber. #Thanks ^adi :)","hi, please if there is anything we can help with Xlhome fiber. ^adi","hi, please if there is anything we can help with xlhome fiber. ^adi",Netral
"@aprumeens  Hi Anggelia, mengenai XLHome  adakah yang bisa kami bantu? #Thanks ^AdI :)",1265638253119500289,"@aprumeens hi agelia, about xlhome can we help you? #Thanks ^adi :)","hi agelia, about xlhome can we help you? ^adi","hi agelia, about xlhome can we help you? ^adi",Netral
"@aspmhd  Silakan bisa menunggu kuis XLHome selanjutnya Asep. Pemenangnya di undi ya,  jadi tidak ada yang tidak adil. Semuanya memiliki peluang yang sama.  #Thanks ^AdI :)",1265636546234875909,"@aspmhd please wait for the next Xlhome quiz Asep. The winner is in UNDI, so there is nothing unfair. Everything has the same opportunity. #Thanks ^adi :)","please wait for the next Xlhome quiz Asep. The winner is in UNDI, so there is nothing unfair. Everything has the same opportunity. ^adi","please wait for the next xlhome quiz asep. the winner is in undi, so there is nothing unfair. everything has the same opportunity. ^adi",Negatif
"@poormeatballs  Hi Sampit, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1265635198332354560,"@poinmeatballs hi sampit, can we help you about xlhome? #Thanks ^adi :)","hi sampit, can we help you about xlhome? ^adi","hi sampit, can we help you about xlhome? ^adi",Netral
"@aprumeens Hi Anggelia, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1265635015418773504,"@aprumeens hi Anggelia, can we help you about Xlhome? #Thanks ^adi :)","hi Anggelia, can we help you about Xlhome? ^adi","hi anggelia, can we help you about xlhome? ^adi",Netral
"@wijayaw14  Hi Chill, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1265632826461835265,"@wijayaw14 hi chill, is there anything we can help with xlhome? #Thanks ^adi :)","hi chill, is there anything we can help with xlhome? ^adi","hi chill, is there anything we can help with xlhome? ^adi",Netral
"@julian_wisnu Hi Julian, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1265630949712130048,"@julian_wisnu hi julian, can we help you about xlhome? #Thanks ^adi :)","hi julian, can we help you about xlhome? ^adi","hi julian, can we help you about xlhome? ^adi",Netral
"@aspmhd  Hi Asep, berkenaan dengan kuis ini sudah diumumkan ya. Silakan nantikan kuis XLHome lainnya. #Thanks ^AdI :)",1265625159232131073,"@aspmhd hi asep, regarding this quiz has been announced. Please look forward to other Xlhome quiz. #Thanks ^adi :)","hi asep, regarding this quiz has been announced. Please look forward to other Xlhome quiz. ^adi","hi asep, regarding this quiz has been announced. please look forward to other xlhome quiz. ^adi",Negatif
"@mornlntie  Hi, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1265620624874991617,"@mornlntie hi, can we help you about xlhome? #Thanks ^adi :)","hi, can we help you about xlhome? ^adi","hi, can we help you about xlhome? ^adi",Netral
"@bangjekgalak  Hi Bangjek, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1265620132803403777,"@bangjekgalak hi bangjek, can we help you about xlhome? #Thanks ^adi :)","hi bangjek, can we help you about xlhome? ^adi","hi bangjek, can we help you about xlhome? ^adi",Netral
@banjarbase Xlhome,1265588511937183745,@banjarbase xlhome,xlhome,xlhome,Netral
"@djisansoe tida sih 😂🤣 soalnya dikotaku xlhome blm masukk , tapi review nya bagus",1265549272608583682,"@djisansoe doesn't really 😂🤣 because my body is not yet included, but the review is good","doesn't really because my body is not yet included, but the review is good","doesn't really because my body is not yet included, but the review is good",Positif
@UCxUP XLhome aja cup,1265523784829808641,@Ucxup xlhome just cup,xlhome just cup,xlhome just cup,Netral
"@xlhomeid pagi min, mohon bantuannya akses ke vpn kantor kami https://vpn[dot]ojk[dot]go[dot]id
tidak bisa menggunakan xlhome, 
dicoba tethering pakai provider lain di laptop yang sama bisa diakses.
kemungkinan besar kendala dari xlhome, apa bisa dibantu cek?
terima kasih",1265477107733258241,"@xlhomeid morning min, please help access to our office vpn https: // vpn [dot] ojk [dot] go [dot] id
can't use xlhome,
Try tethering using other providers on the same laptop can be accessed.
Most likely the obstacle from Xlhome, can you help check?
Thank you","morning min, please help access to our office vpn https: // vpn [dot] ojk [dot] go [dot] idcan't use xlhome,Try tethering using other providers on the same laptop can be accessed.Most likely the obstacle from Xlhome, can you help check?Thank you","morning min, please help access to our office vpn https: // vpn [dot] ojk [dot] go [dot] idcan't use xlhome,try tethering using other providers on the same laptop can be accessed.most likely the obstacle from xlhome, can you help check?thank y",Negatif
@aresttiblejoon klau xlhome ketahuan jg ga yah ahaha,1265309652868161536,"@aresttiBlejoon if xlhome was caught too, ahaha","if xlhome was caught too, ahaha","if xlhome was caught too, ahaha",Netral
@diamhyung xlhome,1265295424862052353,@diamhyung xlhome,xlhome,xlhome,Netral
"@daengmustache  Hi Arul, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1265291441846104065,"@daengmustache hi arul, can we help you about xlhome? #Thanks ^adi :)","hi arul, can we help you about xlhome? ^adi","hi arul, can we help you about xlhome? ^adi",Netral
"@adryantov @glrhn @hanityo @IndiHome XLHome sering gangguan nggak?

Btw, Gw sekarang pake FirstMedia, lagi mempetimbangkan ganti ke MyRepublic atau XLHome.",1265280034492739584,"@adryantov @glrhn @hanityo @indiHome xlhome often disorders or not?

Btw, now I use Firstmedia, again considering replace it to MyRepublic or XLHOME.","xlhome often disorders or not?Btw, now I use Firstmedia, again considering replace it to MyRepublic or XLHOME.","xlhome often disorders or not?btw, now i use firstmedia, again considering replace it to myrepublic or xlhome.",Netral
"@ujachalik  Hi Jack, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1265271787215937537,"@ujachalik hi jack, can we help you about xlhome? #Thanks ^adi :)","hi jack, can we help you about xlhome? ^adi","hi jack, can we help you about xlhome? ^adi",Netral
"@chu501_  Hi Hass, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1265270687331045376,"@chu501_ hi hass, can we help you about xlhome? #Thanks ^adi :)","hi hass, can we help you about xlhome? ^adi","hi hass, can we help you about xlhome? ^adi",Netral
"geis, mending xlhome atau mncplay yaaa?",1265262908046405633,"Geis, mending xlhome or mncplay huh?","Geis, mending xlhome or mncplay huh?","geis, mending xlhome or mncplay huh?",Netral
"@glrhn @hanityo @IndiHome Sama om, pindah XLHome, biayanya separonya Indihome plus bisa Netflix..😁",1265260321087746048,"@glrhn @hanityo @indiHome with uncle, move xlhome, the cost is the indihome plus half can netflix..😁","with uncle, move xlhome, the cost is the indihome plus half can netflix..","with uncle, move xlhome, the cost is the indihome plus half can netflix..",Negatif
Kalo xlhome udah tercover di daerah rumah gue. Kita putuskan hubungan ini! @IndiHome,1265258094222696448,If Xlhome is already covered in my home area. We decide this relationship! @IndiHome,If Xlhome is already covered in my home area. We decide this relationship!,if xlhome is already covered in my home area. we decide this relationship!,Netral
"@KRRamadhan  Hi Milaw, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1265215992751218688,"@Krramadhan hi milaw, is there anything we can help with xlhome? #Thanks ^adi :)","hi milaw, is there anything we can help with xlhome? ^adi","hi milaw, is there anything we can help with xlhome? ^adi",Netral
