,Tweet,klasifikasi
532,come response like,Netral
533,come slow bingitsss xlhome,Positif
534,come still dead already tired via dm call junior high school strange able email xl already active morning even blocked afternoon jam morning also blocked xlhome s responsibility,Netral
535,come switch xlhome ka,Netral
536,come tumben xlhome date monthly bill,Netral
537,come use xlhome,Positif
538,come xl home slow,Positif
539,come xlhome,
540,come xlhome also slow yesterday,Netral
541,come xlhome cave still run smoothly wk,Netral
542,come xlhome entered jatisari area,Positif
543,come xlhome entering area,Netral
544,come xlhome wifi bill reduction huh,Positif
545,commitment toward work reflects outcome part xl life ganga platino kharadi bookings contact us,Positif
546,complain indihome min s problem completed hope also reform indihome subscription run operators,Netral
547,complaints xlhome,Positif
548,complaints xlhome products,Netral
549,complen wifi day used tv can t able register xlhome ny complex register tomorrow can t day tomorrow want remove firstmedia,Netral
550,complex entered xlhome change,Positif
551,complex new isp pole tip head pink xlhome even though indihome month must subscribe year broke million fine,Positif
552,conclusion xlhome normal speed accordance expectations disturbance call maintenance well hassle understand difference interference maintenance,Positif
553,confused every evening evening hours xlhome network crawled stumbled broken,Netral
554,confused what s good xlhome,Positif
555,confused xl network bad people wfh need stable internet network xlhome instead disappoints promo continues fanfare minus network,Positif
556,congratulations joining mrs father xlhome internet unlimited info group without quota tv limits someone interested neighbors friends family directed,Netral
557,congratulations min almost took another home clearly complained maintain better lg xlhome service,Netral
558,congratulations pagisaya uncomfortable xlhome technicians sales forced asking installation money reason example still ask additional money better undo installation,Netral
559,congratulations soresaya xlhome customer one cities south sulawesi type subscription changed xlhome one,Negatif
560,congratulations using xl home service sis questions xlhome please contact customer service via xl number free non-xl number normal rates e,Netral
561,connected wib,Negatif
562,consecutive day xlhome disorders,Netral
563,contact cs xlhome bro every city,Netral
564,contacted providers oxygen biznet myrep indosat gig xlhome one gotten,Positif
565,contacted xlhome registration new installation home front back house already installed xlhome week told continue waiting pls help,Netral
566,contacting cs directly said ktp registered xl home even though used xlhome lastly using wifi used indihome,Positif
567,continued wa sis let s check location think help later,Negatif
568,continued xlhome reinforcement,Netral
569,convey later ikang subscribed xlhome fiber equipment rental fees subscription customers lent either ont stb adi,Positif
570,cool axiata held digital concert together visit,Negatif
571,cool right sis let s subscribe xlhome vevi,Netral
572,cool xlhome wifi dies every hour time,Positif
573,correction additional wifi latency also network latency mas good consistent number method chase mas xlhome ask technician come,Negatif
574,could cahya let s subscribe xlhome watch netflix relaxing directly cahya tv adi,Positif
575,could xlhome blom covered wong vegas dont cry shittt,Netral
576,cousins bjm using xlhome said speeding,Netral
577,cover pamulang contact permata housing really sick,Netral
578,cover wkwkwk already replace using xlhome,Negatif
579,coverage area wifi xl home fiber yogyakarta,Positif
580,coverage areane xlhome mas may limited,Negatif
581,covered areas please register list xlhome,Netral
582,coveted lifestyle offers status confers amp appreciation offers absolute pearl extravagant lifestyle bookings contact us,Positif
583,crain xl home izi xlhome site explained,Netral
584,crazy xl kenceng betpromo xlhomembps rp month month normal rp already vat beks imagine rb mbps netfiix tepet fast providers mbps pfft interest chat,Netral
585,crazy xlhome hour penetrates mbps,Netral
586,crying wifiku error i m still test watching gether i m waiting festa continue xlhome good forehead get rid signal,Negatif
587,csr walking add coverage area min aing depok get xlhome,Negatif
588,cupu bet already area house w indihome firstmedia xlhome arrived indosatgig w need make additional le college,Negatif
589,curfew brother repeatedly called cs xlhome solution reasons think quite credible matot finally want send technicians wait even though first day,Netral
590,current depend range area housing nder gw uses xlhome wifi mbps tv broadcast package rp,Positif
591,currently gege connected xlhome fiber service question related xlhome broadband please contact twitter facebook myxlcare huh adi,Netral
592,currently xlhome fiber reached prambanan area let s submit network addition fajri area website make recommendation expand next network thanks adi,Positif
593,currently xlhome wifi los connection morning previously network unstable severe could zoom meeting please add immediately tv box,Netral
594,cus hijrah xlhome,Negatif
595,customer morning error xlhome panorama serpong online school wfh waah info,Negatif
596,customer services xl home makassar complaints service,Positif
597,customers disappointed response please patient waiting continues august october stb clarity case collecting matured many times wa amp e-mail ready try personally recommend xlhome,Netral
598,cut last month bro bro asked oxygen xlhome indihome one fast,Netral
599,da permitted eliminate xlhome fiber hesitate hubugi adi,Positif
600,damaged xlhome tissue correct long time,Positif
601,day interruption x come problem continues xlhome id,Netral
602,day rto today even day still dare send bills told pay full harm consumers xlhome first choice still looking,Positif
603,day still use fm xlhome lach,Netral
604,day victory let apologize mistakes happy eid al fitr apologize physically mentally,Positif
605,day xlhome getting pigs,Netral
606,db use xlhome xl provider xlhome really bad even though usually perfect,Positif
607,dc frequency smile using xlhome,Positif
608,dead amp kill cam ter absurd thx xlhome network bad,Netral
609,dear admin payment proof sent email paid xlhome bills june thanks,Positif
610,dear admin xlhome want ask help send proof payment today made xlhome bill sent proof payment email thanks,Positif
611,dear complain yaaahh xlhome come red error continues week please exact solution already reset repeatedly emerged e appeared matur suwun,
612,dear customers sorry inconvenience please upgrade mbps smooth play experience pray xlhome quickly enter north luwu thank,Netral
613,dear disturbed day watch netflix even though youtube etc smoothly try netflix without wifi network also smooth disturbance past xlhome fast speed really lemooottt pls help,Positif
614,dear fishing firtmedia xlhome,Positif
615,dear july called wanted subscribe xlhome always informed house yet entered fiber location even though follow coordinate archive email neighbor next house connected xl home guys follow,Positif
616,dear sorry confirm thank mi band accept useful,Positif
617,dear team know choice packages xlhome thx s,Positif
618,dear want ask tolooong noon xlhome fiber signal clear still connect always bar instead signal full connecting signal,Negatif
619,dear xl customer xlhome fiber already bad network day often broke connections depok sukmajaya area please help,Positif
620,dear xlhome please check dm thx,Positif
621,dear xlhome please help network mbps feels like mbps slow,Positif
622,dear xlhome upgraded package mbps since last month back forth customer service speed good prenah mbps obstacles,Positif
623,debited status xlhome paid yet please help,Positif
624,debt please pay xlhome,Netral
625,decided return indihome xlhome country turned worse biznet come day installed still healthy feverful finished also help khusnudzon,Netral
626,definitely xlhome gbps haha,Positif
627,depending area biznet xlhome myrepublic good try indihome,Netral
628,depending dom indihome hndk replaced xlhome can t jr mas xlhome,Netral
629,depending luck play games sometimes red mole congested users speed according website rest oxygen one fo providers without fup price sm speed right bag competitors affordable xlhome fo balifiber crossed price,Netral
630,depending oxygen wide indihome coverage choices changing oxygen biznet xlhome,Netral
631,depending van take speed month wearing xlhome,Netral
632,depends fully xlhome one internet provider enters arena house maybe easily say told house end world b c e hey work work rotten ad,Netral
633,depends want fiber modem try checking myrepublik xlhome fiber web enter housing bro usually connection via fiber stable fast,Netral
634,details,Netral
635,details report received saturday thursday received leader team bu lintang mrs lina still action time xlhome reliable optical cable technician,Negatif
636,details that s xlhome staff come registration ask selfie follow since dr th later sp xlhome mean behaving like,Negatif
637,devices modem stb tv remote equipment loaned subscription xlhomeid source,Negatif
638,dg tata,Netral
639,difficult xlhome,Negatif
640,dih xlhome break delicious delicious watch movie,Positif
641,dirmhku uses xlhome lamami installed know info,Netral
642,disamarinda xlhome service,Netral
643,disappointed new myxl application can t buy xlhome quota credit application already x must contact lsg callcentre lwt twiter paraaahh also complaint change apps,Netral
644,disappointed xlhome service internet speed often dropped unstable let alone rain stopped subscribing xlhome,Netral
645,disappointing,Netral
646,discuss xlhome using telkomsel data xlhome home extinguished reasons unclear improvement,Netral
647,disease xlhome,Netral
648,disease xlhome always wants restarted dol device,Negatif
649,disorders tabe xl daritadi signal bs internet wifi xlhome also using,Netral
650,disorders xlhome home check dm please,Netral
651,disturbance connection play games packet loss annoying day tested using cellphone connection normal even though ping rather large,Netral
652,disturbance gejayan area internet writing please check want use work subs id,Negatif
